"hscode_id","query_name","base_nomenclature","classification","reporter","reporter_code","year","subid","tl","tls","tldesc","product","product_description","hs4","hs4desc","hs6","hs6desc","level","tl_level_flag","record_status","d_in","i_ts","u_ts","d_ts"
"13",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0104100000","  "," - Sheep","01","Live animals","0104","Live sheep and goats.","010410"," - Sheep","10","1","R","0",NULL,NULL,NULL
"14",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0104200000","  "," - Goats","01","Live animals","0104","Live sheep and goats.","010420"," - Goats","10","1","R","0",NULL,NULL,NULL
"15",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0105110000","  "," - - Fowls of the species Gallus domesticus","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010511"," - - Fowls of the species Gallus domesticus","10","1","R","0",NULL,NULL,NULL
"16",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0105120000","  "," - - Turkeys","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010512"," - - Turkeys","10","1","R","0",NULL,NULL,NULL
"17",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0105130000","  "," - - Ducks","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010513"," - - Ducks","10","1","R","0",NULL,NULL,NULL
"18",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0105140000","  "," - - Geese","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010514"," - - Geese","10","1","R","0",NULL,NULL,NULL
"19",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0105150000","  "," - - Guinea fowls","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010515"," - - Guinea fowls","10","1","R","0",NULL,NULL,NULL
"20",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0105940000","  "," - - Fowls of the species Gallus domesticus","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010594"," - - Fowls of the species Gallus domesticus","10","1","R","0",NULL,NULL,NULL
"21",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0105991010","  "," Live Turkeys Weighing More Than 185G","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010599"," - - Other","10","1","R","0",NULL,NULL,NULL
"22",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0105991011","  "," Live Ducks Weighing More Than 185G","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010599"," - - Other","10","1","R","0",NULL,NULL,NULL
"23",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0105999099","  "," Live Poultry, Nes","01","Live animals","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guin","010599"," - - Other","10","1","R","0",NULL,NULL,NULL
"24",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106110000","  "," - - Primates","01","Live animals","0106","Other live animals.","010611"," - - Primates","10","1","R","0",NULL,NULL,NULL
"25",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106120000","  "," - - Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)","01","Live animals","0106","Other live animals.","010612"," - - Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of ","10","1","R","0",NULL,NULL,NULL
"26",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106130000","  "," - - Camels and other camelids (Camelidae)","01","Live animals","0106","Other live animals.","010613"," - - Camels and other camelids (Camelidae)","10","1","R","0",NULL,NULL,NULL
"27",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106140000","  "," - - Rabbits and hares","01","Live animals","0106","Other live animals.","010614"," - - Rabbits and hares","10","1","R","0",NULL,NULL,NULL
"28",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106190000","  "," - - Other","01","Live animals","0106","Other live animals.","010619"," - - Other","10","1","R","0",NULL,NULL,NULL
"29",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106200010","  "," Live Turtle","01","Live animals","0106","Other live animals.","010620"," - Reptiles (including snakes and turtles)","10","1","R","0",NULL,NULL,NULL
"30",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106200099","  "," Other Reptiles","01","Live animals","0106","Other live animals.","010620"," - Reptiles (including snakes and turtles)","10","1","R","0",NULL,NULL,NULL
"31",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106310000","  "," - - Birds of prey","01","Live animals","0106","Other live animals.","010631"," - - Birds of prey","10","1","R","0",NULL,NULL,NULL
"32",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106320000","  "," - - Psittaciformes (including parrots, parakeets, macaws and cockatoos)","01","Live animals","0106","Other live animals.","010632"," - - Psittaciformes (including parrots, parakeets, macaws and cockatoos)","10","1","R","0",NULL,NULL,NULL
"33",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106330000","  "," - - Ostriches; emus (Dromaius novaehollandiae)","01","Live animals","0106","Other live animals.","010633"," - - Ostriches; emus (Dromaius novaehollandiae)","10","1","R","0",NULL,NULL,NULL
"34",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106391000","  "," Quail","01","Live animals","0106","Other live animals.","010639"," - - Other","10","1","R","0",NULL,NULL,NULL
"35",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106399000","  "," Live Birds, Nes","01","Live animals","0106","Other live animals.","010639"," - - Other","10","1","R","0",NULL,NULL,NULL
"36",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106410010","  "," Live Honey Bee","01","Live animals","0106","Other live animals.","010641"," - - Bees","10","1","R","0",NULL,NULL,NULL
"37",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106410099","  "," Other Live Bees","01","Live animals","0106","Other live animals.","010641"," - - Bees","10","1","R","0",NULL,NULL,NULL
"38",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106490099","  "," Live Insects, Nes","01","Live animals","0106","Other live animals.","010649"," - - Other","10","1","R","0",NULL,NULL,NULL
"39",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106901000","  "," Live Dangerous Animals","01","Live animals","0106","Other live animals.","010690"," - Other","10","1","R","0",NULL,NULL,NULL
"40",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0106909099","  "," Live Animals, Nes","01","Live animals","0106","Other live animals.","010690"," - Other","10","1","R","0",NULL,NULL,NULL
"41",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0201100000","  "," - Carcasses and half-carcasses","02","Meat and edible meat offal","0201","Meat of bovine animals, fresh or chilled.","020110"," - Carcasses and half-carcasses","10","1","R","0",NULL,NULL,NULL
"42",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0201200010","  "," Beef With Bone (Fresh Or Chilled)","02","Meat and edible meat offal","0201","Meat of bovine animals, fresh or chilled.","020120"," - Other cuts with bone in","10","1","R","0",NULL,NULL,NULL
"43",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0201200099","  "," Meat Of Bovine Animals With Bone (Fresh Or Chilled), Nes","02","Meat and edible meat offal","0201","Meat of bovine animals, fresh or chilled.","020120"," - Other cuts with bone in","10","1","R","0",NULL,NULL,NULL
"44",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0201300010","  "," Beef Boneless (Fresh Or Chilled)","02","Meat and edible meat offal","0201","Meat of bovine animals, fresh or chilled.","020130"," - Boneless","10","1","R","0",NULL,NULL,NULL
"45",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0201300099","  "," Meat Of Bovine Animal Boneless (Fresh Or Chilled), Nes","02","Meat and edible meat offal","0201","Meat of bovine animals, fresh or chilled.","020130"," - Boneless","10","1","R","0",NULL,NULL,NULL
"46",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0202100000","  "," - Carcasses and half-carcasses","02","Meat and edible meat offal","0202","Meat of bovine animals, frozen.","020210"," - Carcasses and half-carcasses","10","1","R","0",NULL,NULL,NULL
"47",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0202200010","  "," Beef With Bone (Frozen)","02","Meat and edible meat offal","0202","Meat of bovine animals, frozen.","020220"," - Other cuts with bone in","10","1","R","0",NULL,NULL,NULL
"48",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0202200011","  "," Legs Of Bovine Animal (Frozen)","02","Meat and edible meat offal","0202","Meat of bovine animals, frozen.","020220"," - Other cuts with bone in","10","1","R","0",NULL,NULL,NULL
"49",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0202200099","  "," Meat Of Bovine Animal With Bone (Frozen), Nes","02","Meat and edible meat offal","0202","Meat of bovine animals, frozen.","020220"," - Other cuts with bone in","10","1","R","0",NULL,NULL,NULL
"50",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0202300010","  "," Beef Boneless (Frozen)","02","Meat and edible meat offal","0202","Meat of bovine animals, frozen.","020230"," - Boneless","10","1","R","0",NULL,NULL,NULL
"51",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0202300099","  "," Meat Of Bovine Animal Boneless (Frozen), Nes","02","Meat and edible meat offal","0202","Meat of bovine animals, frozen.","020230"," - Boneless","10","1","R","0",NULL,NULL,NULL
"52",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0203110000","  "," - - Carcasses and half-carcasses","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020311"," - - Carcasses and half-carcasses","10","1","R","0",NULL,NULL,NULL
"53",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0203120000","  "," - - Hams, shoulders and cuts thereof, with bone in","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020312"," - - Hams, shoulders and cuts thereof, with bone in","10","1","R","0",NULL,NULL,NULL
"54",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0203190000","  "," - - Other","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020319"," - - Other","10","1","R","0",NULL,NULL,NULL
"55",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0203210000","  "," - - Carcasses and half-carcasses","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020321"," - - Carcasses and half-carcasses","10","1","R","0",NULL,NULL,NULL
"56",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0203220000","  "," - - Hams, shoulders and cuts thereof, with bone in","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020322"," - - Hams, shoulders and cuts thereof, with bone in","10","1","R","0",NULL,NULL,NULL
"57",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0203290000","  "," - - Other","02","Meat and edible meat offal","0203","Meat of swine, fresh, chilled or frozen.","020329"," - - Other","10","1","R","0",NULL,NULL,NULL
"58",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0204100000","  "," - Carcasses and half-carcasses of lamb, fresh or chilled","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020410"," - Carcasses and half-carcasses of lamb, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"59",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0204210000","  "," - - Carcasses and half-carcasses","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020421"," - - Carcasses and half-carcasses","10","1","R","0",NULL,NULL,NULL
"60",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0204220000","  "," - - Other cuts with bone in","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020422"," - - Other cuts with bone in","10","1","R","0",NULL,NULL,NULL
"61",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0204230000","  "," - - Boneless","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020423"," - - Boneless","10","1","R","0",NULL,NULL,NULL
"62",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0204300000","  "," - Carcasses and half-carcasses of lamb, frozen","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020430"," - Carcasses and half-carcasses of lamb, frozen","10","1","R","0",NULL,NULL,NULL
"63",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0204410000","  "," - - Carcasses and half-carcasses","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020441"," - - Carcasses and half-carcasses","10","1","R","0",NULL,NULL,NULL
"64",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0204420000","  "," - - Other cuts with bone in","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020442"," - - Other cuts with bone in","10","1","R","0",NULL,NULL,NULL
"65",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0204430000","  "," - - Boneless","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020443"," - - Boneless","10","1","R","0",NULL,NULL,NULL
"66",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0204500000","  "," - Meat of goats","02","Meat and edible meat offal","0204","Meat of sheep or goats, fresh, chilled or frozen.","020450"," - Meat of goats","10","1","R","0",NULL,NULL,NULL
"67",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0205000000","  "," Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.","02","Meat and edible meat offal","0205","Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.","020500"," Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.","10","1","R","0",NULL,NULL,NULL
"68",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0206100000","  "," - Of bovine animals, fresh or chilled","02","Meat and edible meat offal","0206","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled","020610"," - Of bovine animals, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"69",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0206210000","  "," - - Tongues","02","Meat and edible meat offal","0206","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled","020621"," - - Tongues","10","1","R","0",NULL,NULL,NULL
"70",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0206220000","  "," - - Livers","02","Meat and edible meat offal","0206","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled","020622"," - - Livers","10","1","R","0",NULL,NULL,NULL
"71",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0206290000","  "," - - Other","02","Meat and edible meat offal","0206","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled","020629"," - - Other","10","1","R","0",NULL,NULL,NULL
"72",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0206300000","  "," - Of swine, fresh or chilled","02","Meat and edible meat offal","0206","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled","020630"," - Of swine, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"73",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0206410000","  "," - - Livers","02","Meat and edible meat offal","0206","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled","020641"," - - Livers","10","1","R","0",NULL,NULL,NULL
"74",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0206490000","  "," - - Other","02","Meat and edible meat offal","0206","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled","020649"," - - Other","10","1","R","0",NULL,NULL,NULL
"75",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0206800000","  "," - Other, fresh or chilled","02","Meat and edible meat offal","0206","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled","020680"," - Other, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"76",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0206900000","  "," - Other, frozen","02","Meat and edible meat offal","0206","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled","020690"," - Other, frozen","10","1","R","0",NULL,NULL,NULL
"77",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207110000","  "," - - Not cut in pieces, fresh or chilled","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020711"," - - Not cut in pieces, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"78",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207120000","  "," - - Not cut in pieces, frozen","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020712"," - - Not cut in pieces, frozen","10","1","R","0",NULL,NULL,NULL
"79",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207130000","  "," - - Cuts and offal, fresh or chilled","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020713"," - - Cuts and offal, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"80",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207140000","  "," - - Cuts and offal, frozen","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020714"," - - Cuts and offal, frozen","10","1","R","0",NULL,NULL,NULL
"81",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207240000","  "," - - Not cut in pieces, fresh or chilled","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020724"," - - Not cut in pieces, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"82",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207250000","  "," - - Not cut in pieces, frozen","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020725"," - - Not cut in pieces, frozen","10","1","R","0",NULL,NULL,NULL
"83",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207260000","  "," - - Cuts and offal, fresh or chilled","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020726"," - - Cuts and offal, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"84",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207270000","  "," - - Cuts and offal, frozen","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020727"," - - Cuts and offal, frozen","10","1","R","0",NULL,NULL,NULL
"85",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207410000","  "," - - Not cut in pieces, fresh or chilled","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020741"," - - Not cut in pieces, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"86",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207420000","  "," - - Not cut in pieces, frozen","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020742"," - - Not cut in pieces, frozen","10","1","R","0",NULL,NULL,NULL
"87",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207430000","  "," - - Fatty livers, fresh or chilled","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020743"," - - Fatty livers, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"88",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207440000","  "," - - Other, fresh or chilled","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020744"," - - Other, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"89",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207450000","  "," - - Other, frozen","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020745"," - - Other, frozen","10","1","R","0",NULL,NULL,NULL
"90",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207510000","  "," - - Not cut in pieces, fresh or chilled","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020751"," - - Not cut in pieces, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"91",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207520000","  "," - - Not cut in pieces, frozen","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020752"," - - Not cut in pieces, frozen","10","1","R","0",NULL,NULL,NULL
"92",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207530000","  "," - - Fatty livers, fresh or chilled","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020753"," - - Fatty livers, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"93",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207540000","  "," - - Other, fresh or chilled","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020754"," - - Other, fresh or chilled","10","1","R","0",NULL,NULL,NULL
"94",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207550000","  "," - - Other, frozen","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020755"," - - Other, frozen","10","1","R","0",NULL,NULL,NULL
"95",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0207600000","  "," - Of guinea fowls","02","Meat and edible meat offal","0207","Meat and edible offal, of the poultry of heading 01.05, fresh, chilled or frozen.","020760"," - Of guinea fowls","10","1","R","0",NULL,NULL,NULL
"96",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0208100000","  "," - Of rabbits or hares","02","Meat and edible meat offal","0208","Other meat and edible meat offal, fresh, chilled or frozen.","020810"," - Of rabbits or hares","10","1","R","0",NULL,NULL,NULL
"97",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0208300000","  "," - Of primates","02","Meat and edible meat offal","0208","Other meat and edible meat offal, fresh, chilled or frozen.","020830"," - Of primates","10","1","R","0",NULL,NULL,NULL
"98",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0208400000","  "," - Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)","02","Meat and edible meat offal","0208","Other meat and edible meat offal, fresh, chilled or frozen.","020840"," - Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals","10","1","R","0",NULL,NULL,NULL
"99",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0208500000","  "," - Of reptiles (including snakes and turtles)","02","Meat and edible meat offal","0208","Other meat and edible meat offal, fresh, chilled or frozen.","020850"," - Of reptiles (including snakes and turtles)","10","1","R","0",NULL,NULL,NULL
"100",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0208600000","  "," - Of camels and other camelids (Camelidae)","02","Meat and edible meat offal","0208","Other meat and edible meat offal, fresh, chilled or frozen.","020860"," - Of camels and other camelids (Camelidae)","10","1","R","0",NULL,NULL,NULL
"101",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0208900010","  "," Pigeon Meat, Quail Meat, Pheasant Meat (Fresh, Chilled Or Frozen)","02","Meat and edible meat offal","0208","Other meat and edible meat offal, fresh, chilled or frozen.","020890"," - Other","10","1","R","0",NULL,NULL,NULL
"102",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0208900011","  "," Fresh Chilled Or Frozen Kangaroo Meat","02","Meat and edible meat offal","0208","Other meat and edible meat offal, fresh, chilled or frozen.","020890"," - Other","10","1","R","0",NULL,NULL,NULL
"103",NULL,"HS 2017","Harmonized System 2017","Maldives","462","2019","1","0208900012","  "," Ostrich Meat (Fresh, Chilled Or Frozen)","02","Meat and edible meat offal","0208","Other meat and edible meat offal, fresh, chilled or frozen.","020890"," - Other","10","1","R","0",NULL,NULL,NULL
